2974,26-07-2011,2011-2012,2011-2012,AIE,RCPT,884664,11COMMBA101234,11COMMBA101234,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1988,TUITION FEE,0,68000,0,0,0,0,0,0,0,
2975,26-07-2011,2011-2012,2011-2012,AIE,RCPT,884664,11COMMBA101234,11COMMBA101234,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1988,Security Fee,0,10000,0,0,0,0,0,0,0,
2976,26-07-2011,2011-2012,2011-2012,AIE,RCPT,884663,11COMMBA101234,11COMMBA101234,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1989,TUITION FEE,0,60000,0,0,0,0,0,0,0,
2977,26-07-2011,2011-2012,2011-2012,AIE,RCPT,892771,11CETBT102085,11CETBT102085,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2001,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
2978,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606366,11COMMBA101001,11COMMBA101001,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
2979,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606366,11COMMBA101001,11COMMBA101001,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
2980,26-07-2011,2011-2012,2011-2012,AIE,RCPT,890610,11CETBT103058,11CETBT103058,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,2002,TUITION FEE,0,128000,0,0,0,0,0,0,0,
2981,26-07-2011,2011-2012,2011-2012,AIE,RCPT,890610,11CETBT103058,11CETBT103058,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,2002,Security Fee,0,10000,0,0,0,0,0,0,0,
2982,26-07-2011,2011-2012,2011-2012,AIE,RCPT,884657,11COMMBA101235,11COMMBA101235,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1990,TUITION FEE,0,128000,0,0,0,0,0,0,0,
2983,26-07-2011,2011-2012,2011-2012,AIE,RCPT,884657,11COMMBA101235,11COMMBA101235,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1990,Security Fee,0,10000,0,0,0,0,0,0,0,
2984,26-07-2011,2011-2012,2011-2012,AIE,PMT,994434,11CETBT101002,11CETBT101002,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2985,26-07-2011,2011-2012,2011-2012,AIE,PMT,994434,11CETBT101002,11CETBT101002,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2986,26-07-2011,2011-2012,2011-2012,AIE,PMT,994446,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2987,26-07-2011,2011-2012,2011-2012,AIE,PMT,994446,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2988,26-07-2011,2011-2012,2011-2012,AIE,PMT,994498,11CETBT101152,11CETBT101152,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2989,26-07-2011,2011-2012,2011-2012,AIE,PMT,994498,11CETBT101152,11CETBT101152,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2990,26-07-2011,2011-2012,2011-2012,AIE,PMT,994509,11CETBT101171,11CETBT101171,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2991,26-07-2011,2011-2012,2011-2012,AIE,PMT,994509,11CETBT101171,11CETBT101171,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2992,26-07-2011,2011-2012,2011-2012,AIE,PMT,994515,11CETBT101178,11CETBT101178,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2993,26-07-2011,2011-2012,2011-2012,AIE,PMT,994515,11CETBT101178,11CETBT101178,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2994,26-07-2011,2011-2012,2011-2012,AIE,PMT,994518,11CETBT101183,11CETBT101183,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2995,26-07-2011,2011-2012,2011-2012,AIE,PMT,994518,11CETBT101183,11CETBT101183,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2996,26-07-2011,2011-2012,2011-2012,AIE,PMT,994491,11CETBT101138,11CETBT101138,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2997,26-07-2011,2011-2012,2011-2012,AIE,PMT,994491,11CETBT101138,11CETBT101138,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
2998,26-07-2011,2011-2012,2011-2012,AIE,PMT,994470,11CETBT101079,11CETBT101079,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
2999,26-07-2011,2011-2012,2011-2012,AIE,PMT,994470,11CETBT101079,11CETBT101079,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3000,26-07-2011,2011-2012,2011-2012,AIE,PMT,994453,11CETBT101044,11CETBT101044,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
3001,26-07-2011,2011-2012,2011-2012,AIE,PMT,994453,11CETBT101044,11CETBT101044,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3002,26-07-2011,2011-2012,2011-2012,AIE,PMT,994455,11CETBT101046,11CETBT101046,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
3003,26-07-2011,2011-2012,2011-2012,AIE,PMT,994455,11CETBT101046,11CETBT101046,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3004,26-07-2011,2011-2012,2011-2012,AIE,PMT,994456,11CETBT101047,11CETBT101047,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
3005,26-07-2011,2011-2012,2011-2012,AIE,PMT,994456,11CETBT101047,11CETBT101047,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3006,26-07-2011,2011-2012,2011-2012,AIE,PMT,994463,11CETBT101063,11CETBT101063,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
3007,26-07-2011,2011-2012,2011-2012,AIE,PMT,994463,11CETBT101063,11CETBT101063,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3008,26-07-2011,2011-2012,2011-2012,AIE,PMT,994519,11CETBT101185,11CETBT101185,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
3009,26-07-2011,2011-2012,2011-2012,AIE,PMT,994519,11CETBT101185,11CETBT101185,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3010,26-07-2011,2011-2012,2011-2012,AIE,PMT,994961,11COMMBA101001,11COMMBA101001,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,0,0,-128000,0,
3011,26-07-2011,2011-2012,2011-2012,AIE,PMT,994961,11COMMBA101001,11COMMBA101001,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,0,0,-10000,0,
3012,26-07-2011,2011-2012,2011-2012,AIE,RCPT,886059,11COMBB101060,11COMBB101060,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2004,TUITION FEE,0,65000,0,0,0,0,0,0,0,
3013,26-07-2011,2011-2012,2011-2012,AIE,RCPT,886059,11COMBB101060,11COMBB101060,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2004,Security Fee,0,10000,0,0,0,0,0,0,0,
3014,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605923,11CETBT101183,11CETBT101183,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3015,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605923,11CETBT101183,11CETBT101183,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3016,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606113,11CETBT103017,11CETBT103017,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3017,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606113,11CETBT103017,11CETBT103017,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3018,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605772,11CCICMCA102017,11CCICMCA102017,No Information,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,92000,0,0,0,DUE REVERCE
3019,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605772,11CCICMCA102017,11CCICMCA102017,No Information,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3020,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605845,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3021,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605845,11CETBT101028,11CETBT101028,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3022,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605833,11CETBT101002,11CETBT101002,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3023,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605833,11CETBT101002,11CETBT101002,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3024,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894408,11CETBT101271,11CETBT101271,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1999,TUITION FEE,0,128000,0,0,0,0,0,0,0,
3025,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894408,11CETBT101271,11CETBT101271,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1999,Security Fee,0,10000,0,0,0,0,0,0,0,
3026,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894409,11CETBT101270,11CETBT101270,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,1995,TUITION FEE,0,10000,0,0,0,0,0,0,0,
3027,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605924,11CETBT101185,11CETBT101185,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3028,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605924,11CETBT101185,11CETBT101185,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3029,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894433,11CETBT101267,11CETBT101267,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,1977,TUITION FEE,0,128000,0,0,0,0,0,0,0,
3030,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894433,11CETBT101267,11CETBT101267,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,1977,Security Fee,0,10000,0,0,0,0,0,0,0,
3031,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606013,11CETBT102049,11CETBT102049,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3032,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606013,11CETBT102049,11CETBT102049,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3033,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894432,11CETBT101268,11CETBT101268,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1978,TUITION FEE,0,128000,0,0,0,0,0,0,0,
3034,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894432,11CETBT101268,11CETBT101268,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1978,Security Fee,0,10000,0,0,0,0,0,0,0,
3035,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894410,11CETBT101270,11CETBT101270,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,1994,TUITION FEE,0,118000,0,0,0,0,0,0,0,
3036,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894410,11CETBT101270,11CETBT101270,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,1994,Security Fee,0,10000,0,0,0,0,0,0,0,
3037,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894420,11CETBT101269,11CETBT101269,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1979,TUITION FEE,0,128000,0,0,0,0,0,0,0,
3038,26-07-2011,2011-2012,2011-2012,AIE,RCPT,894420,11CETBT101269,11CETBT101269,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1979,Security Fee,0,10000,0,0,0,0,0,0,0,
3039,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605852,11CETBT101044,11CETBT101044,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3040,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605852,11CETBT101044,11CETBT101044,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3041,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605855,11CETBT101046,11CETBT101046,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3042,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605855,11CETBT101046,11CETBT101046,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3043,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606104,11CETBT102260,11CETBT102260,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3044,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606104,11CETBT102260,11CETBT102260,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3045,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606105,11CETBT102260,11CETBT102260,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3046,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605919,11CETBT101178,11CETBT101178,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3047,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605919,11CETBT101178,11CETBT101178,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3048,26-07-2011,2011-2012,2011-2012,AIE,RCPT,891797,11CETBT102200,11CETBT102200,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1996,TUITION FEE,0,128000,0,0,0,0,0,0,0,
3049,26-07-2011,2011-2012,2011-2012,AIE,RCPT,891797,11CETBT102200,11CETBT102200,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1996,Security Fee,0,10000,0,0,0,0,0,0,0,
3050,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606036,11CETBT102094,11CETBT102094,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3051,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606036,11CETBT102094,11CETBT102094,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3052,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606044,11CETBT102112,11CETBT102112,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3053,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606044,11CETBT102112,11CETBT102112,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3054,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606108,11CETBT103006,11CETBT103006,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
3055,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,606108,11CETBT103006,11CETBT103006,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 I Sem II,,Security Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
3056,26-07-2011,2011-2012,2011-2012,AIE,REVDUE,605914,11CETBT101171,11CETBT101171,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,,TUITION FEE,0,0,0,0,0,128000,0,0,0,DUE REVERCE
